"author_location","author_name","business_id","business_name","created_date","language","rating","reactions/helpful","reactions/love_this","reactions/oh_no","reactions/thanks","review_id","text"
"Sacramento, CA","Avi X.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-06-21T22:37:09-07:00","en","1","2","0","1","0","Yj_IoqqP4TN2UjogSnnzjA","I've never been more disappointed in my life. I ordered a gumbo with shrimp to-go and it came with just three pieces of shrimp, one slice of sausage, and a spoonful of rice, with no chicken in sight. And this cost $28. The soup also tasted like it came straight out of a Campbell's soup can."
"San Jose, CA","Emily L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-11-14T14:45:03-08:00","en","5","4","4","0","0","tzRWQJhQdNYHlL4tecTrZA","Some good soul food never hurt nobody.
If you're ever in the neighborhood, FIXINS should be top of your list. This place is affordable and elite! I came here on a whim and I am so glad. It literally is so good. Too bad they open at 11am! I would love to come for breakfast.

I came on my day off on a Monday and it was still busy! Business is great!

I got a few items to share with friends and I also picked at their plates.
Sweet tea - top tier! 
Kool aid - oh you know it!

Fried Cat fish - $21 pricier than what I am used to, but the batter is good and seasoned.

Chicken and waffles - you can pick from 2 wings and a waddle - $9, to just chicken or lots of chicken with a waffle. Some meals come with fixins(sides)

I got the 2 piece Fried chicken - served with two fixins and a biscuit for $17. You can't get those prices elsewhere. I got mac n cheese and fries. Wow. Just yumm. I picked off my friends coleslaw (eh), candied yams(good but I was not in the mood. Reminds me of Thanksgiving), and Potato salad (the best, and I mean it, the best I've ever had) They need to send me the recipe. 

I also got to try the oxtails which were really good. Priced at $26, comes with gravy, rice and a fixin. 

The service is amazing. They have great attitude and check in very often. This place is def worth checking out."
"Roseville, CA","Tamsyn A.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-10-25T19:02:41-07:00","en","5","0","0","0","0","Ks8rxGDcAG0_CCGPFtHPeA","I took my family here for the first time and we LOVED it. Why have we wasted so much of our lives by not coming here sooner? Not only was the food absolutely incredible and made with such love but the service was outstanding. Justin was our server and he was so knowledgeable about the food and offered excellent recommendations. Our food came out quickly and we never were without drinks. Justin was hilarious and very personable. We have other dinner plans this weekend and will ABSOLUTELY be coming back to eat with other family then. As well as requesting to sit in Justin's section. We love you Fixins!!!!."
"Carmichael, CA","L ..","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-12-10T22:21:48-08:00","en","5","3","0","0","0","oZuFn31qfGvSf-TJojka6Q","First time here after having this recommended to me a few times. 
So I decided to check it out with the bestie and while the wait was a pinch long they sat us at a comfy booth and Aimee our waitress took care of us till we were out the door.
We started with the fried green tomatoes and mason jars of kool-aid 
For our entrees we went with the fried cat fish and chicken and waffles plus ms Ruth's plate of three sides(we did the Mac & cheese, red beans & rice and sweet potatoes).
And finished off our meal with the not too sweet peach cobbler a la mode. All in all a 10 across the board. Although the kool-aid was TAD overly sweet but really that was such a minor thing compared to everything else. 

Definitely will return again."
"San Francisco, CA","Gin C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-10-27T21:53:23-07:00","en","5","0","0","0","0","Gf8NcuJSNwLkeEsLyHZdCg","We wanted to get some Soul food and found this place highly recommended.  We came on a Friday afternoon and it was busy!  We managed to get a few dishes and all of them were excellent.  They were braised oxtail, fried green tomato, biscuits, Mac and cheese, coleslaw, and fish nuggets.  Out of all those, the oxtail was totally worth it.  It was not too salty and the rice soaked up the juice.  I managed to eat some oxtail cold the next day and was still great.  Too bad we don't live close enough to come more often!"
"Roseville, CA","Christine T.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-07-12T09:28:01-07:00","en","4","3","3","0","0","xECS-XJ40i0q3XLoo5QRAg","This is for their take out: 

The wait was 1.5 hours so we just decided to get it to go. My fiance ordered the fried chicken, which I was leary about him doing because sometimes when you pack fried food it gets to the destination soggy due to the condensation and the restaurant not letting it cool down enough. However, we got home and the skin was still crispy and delish.

I ordered the oxtail and it was so good and gelatinous. Very tender and tasty. For sides we had collard greens, coleslaw and red beans/rice. All were good but I think I would pass on the collard greens. We were stuffed and were able to save some of our food for a snack/small lunch for the following day. We definitely want to try dine in next time. Nothing like fresh hot fried chicken from the fryer.

On another note, parking can be crummy and though the neighborhood is rehabilitated it still has some sketchy blocks so just don't leave your valuables in sight."
"Aliso Viejo, CA","Chris S.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-03-05T10:49:33-08:00","en","5","0","0","0","0","gqInELKuPw5VKNMHSMY6Ug","Came here before a lakers game with a reservation. Still had to wait about 5-10 mins for a table for two. My friend ordered the gumbo and I ordered the fried chicken. The fried chicken was nice and crispy on the outside and juicy on the inside. The fries were well seasoned and crispy too. I also ordered the Mac and cheese on the side which was a little bland. Food was excellent and service was friendly. They also have a good selection of cocktails.  We ordered a flight of mezcal. They have lots of tvs too for keeping tabs on the games."
"Sacramento, CA","Brian H.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-11-18T14:36:28-08:00","en","5","0","0","0","0","tWb6OiDz5X3hJluGBWTjnA","Food was excellent, the server managed our rowdy group of nine with patience and attention to detail.  Great night!"
"Oakland, CA","Roderick C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-10-23T08:39:29-07:00","en","5","0","0","0","0","_Su-J0-uQwV62a4jS7NC6w","my boy and I arrived in Sacramento at this beautiful charming little restaurant called Fixins. We were first met by the beautiful aroma of good southern soul food. When we entered a charming little atmosphere. We were greeted by a wonderful hostess and we're guided towards the good eats on the menu, including fried green tomatoes, cornbread, fried chicken, pork chops you name it, my boy, and I ordered a sampling of everything, including the greens, macaroni and cheese and sweet tea. It was a wonderful meal. I recommend this place highly and would suggest that you go in for a visit even if it's just to get the deviled eggs."
"Alhambra, CA","Frankie V.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-08-11T18:57:21-07:00","en","5","3","1","0","0","YjBELPqa0YUYbIOQkFjPWw","This place is definitely going to be one of my go to spots ! It is delicious! Normally it is super packed , like wait 2 hours packed but I guess if you go in the early week days they aren't ! Honestly it is a good ol southern hit your soul type in place. The menu is not huge but you don't need it ! You here for the fried chicken! 

What we decided on was the fried chicken smothered in gravy , with potato salad and Mac n cheese! And the 3 piece dark fried chicken with fries and Mac. The food came out pretty fast ! Man the flavors in everything was definitely made from the soul! Chicken was crispy and moist ! The gravy had tones of flavor. The Mac n cheese went crazy and so did the potato salad! 

Y'all need to try it for real !"
"Salem, OR","Nic L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-03-06T12:44:13-08:00","en","5","0","0","0","0","faD6aLVTmfzG5VV7NwjOeA","Fixins Soul Kitchen: A Soulful Experience in Sacramento

Fixins Soul Kitchen in Sacramento is more than just a restaurant; it's a full-fledged experience that tantalizes the taste buds and warms the heart. Housed within a charming brick building with a distinctly urban vibe, Fixins offers an atmosphere as inviting as its incredible southern cuisine.

My recent visit was nothing short of phenomenal. From the moment we stepped inside, the friendly staff made us feel welcome and at ease. Their enthusiasm for the food and genuine hospitality elevated the entire food experience (we picked our order up but will definitely be returning to dine-in).

Now, onto the main course: the food. It's impossible to talk about Fixins without raving about their culinary creations. We started with the fried green tomatoes, a dish that perfectly balanced tangy and savory flavors. The crispy exterior gave way to juicy, perfectly ripe tomatoes, leaving us wanting more.

Next up were the cheesy grits, which should be considered a mandatory order for any first-time visitor. The creamy, decadent grits were infused with just the right amount of cheese, creating a dish that was both comforting and addictive.

For the main course, we opted for the chicken tenders, which were juicy and flavorful, boasting a perfectly seasoned golden-brown crust. The chicken and waffles, a true southern staple, did not disappoint. The fluffy, golden waffles provided the perfect platform for the tender, flavorful chicken, creating a textural and taste bud explosion.

No southern meal is complete without sweet tea, and Fixins' rendition was a perfect complement to the savory dishes. Refreshing and perfectly sweetened, it was the ideal way to cleanse the palate between bites and tie the entire meal together.

While everything about Fixins was exceptional, my only minor suggestion is for them to improve their online ordering system. We attempted to order through the Yelp app, but certain menu items, like the cheesy grits, were unavailable. This minor inconvenience led us to their website, where we were able to place our order successfully.

Despite this small hiccup, Fixins Soul Kitchen deserves a resounding 5-star review (and plenty of bonus points from a true southern native). From the welcoming atmosphere and friendly staff to the phenomenal food and reasonable prices, Fixins offers a dining experience that is truly unforgettable. If you're searching for authentic southern cuisine in Sacramento, look no further than Fixins Soul Kitchen. You won't be disappointed."
